ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
01,Aguascalientes,001,Aguascalientes,0353,El Rodeo,"102°20'05.020"" W","21°53'18.715"" N",1861,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0355,El Salto de los Salado,"102°22'19.322"" W","21°45'29.115"" N",1808,1377,711,666,72,36,36,1305,675,630,1239,630,609,1067,547,520,989,504,485,917,470,447,93,56,37,145,72,73,174,87,87,78,43,35,72,34,38,147,72,75,350,176,86,90,93.67,388,882,107,2.51,1255,655,600,104,43,61,1202,616,586,26,14,12,1,0,1,0,0,0,1,0,1,1,0,1,4,        2,        0,        2,56,33,23,7,15,11,9,111,43,65,3,23,5,14,17,1201,37,25,12,8,5,3,9,4,5,44,25,19,29,16,13,1,1,0,33,13,20,43,18,25,81,39,42,234,104,130,40,17,23,332,183,149,234,126,108,8.35,8.59,8.1,735,288,447,327,258,69,729,288,441,6,0,6,342,1035,332,52,2,0,658,5,4,0,354,614,99,1217,118,4,38,378,107,271,1377,380,997,518,378,514,374,378,378,73,67,1377,3.64,0.94,377,1,81,297,17,35,326,377,1,378,340,0,343,67,374,1,374,4,373,0,369,133,0,361,326,206,225,92,73,308,363,80,152,363,111,85,29,17,1,14,242,0,4
01,Aguascalientes,001,Aguascalientes,0357,Norias del Paso Hondo,"102°12'25.757"" W","21°51'37.630"" N",1970,3362,1662,1700,227,112,115,3135,1550,1585,2968,1474,1494,2465,1219,1246,2239,1096,1143,2015,983,1032,233,107,126,437,224,213,512,266,246,226,123,103,224,113,111,471,228,243,866,224,101,123,102.29,1123,2091,148,2.48,2857,1409,1448,485,244,241,2874,1429,1445,81,43,38,14,5,9,2,0,2,12,5,7,14,2,12,42,        8,        5,        3,178,85,65,38,27,36,48,510,186,296,64,110,48,158,58,2652,136,64,72,29,13,16,59,25,34,75,43,32,43,26,17,18,6,12,124,62,62,148,66,82,280,109,171,457,196,261,138,57,81,867,489,378,296,150,146,7.43,7.73,7.14,1618,568,1050,845,650,195,1587,564,1023,31,4,27,898,2463,1025,24,1,2,1411,10,5,0,761,1433,271,3075,174,2,109,763,237,526,3362,1070,2292,978,763,953,738,763,763,195,20,3362,4.41,1.25,716,47,259,504,58,142,563,755,8,697,633,66,419,194,709,35,721,42,677,1,700,359,4,625,545,247,325,146,140,635,702,78,67,651,164,146,21,39,16,102,563,8,5
01,Aguascalientes,001,Aguascalientes,0358,San Agustín,"102°18'27.493"" W","21°48'45.467"" N",1871,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0362,San Antonio [Granja],"102°22'04.063"" W","21°53'59.872"" N",1879,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0363,San Antonio [Granja],"102°21'38.480"" W","21°46'48.475"" N",1861,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0366,Ejido San Antonio de los Pedroza,"102°11'10.100"" W","21°57'05.762"" N",1998,174,85,89,14,4,10,160,81,79,152,75,77,130,63,67,117,58,59,111,56,55,8,6,2,22,12,10,29,15,14,13,5,8,6,2,4,23,14,9,47,16,8,8,104.71,57,105,12,2.49,166,79,87,5,5,0,151,75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,16,10,6,5,4,3,7,27,8,18,0,7,0,5,5,129,3,2,1,0,0,0,1,0,1,3,2,1,19,11,8,1,0,1,5,2,3,3,1,2,15,7,8,17,6,11,3,0,3,58,33,25,18,9,9,8.27,8.48,8.07,72,21,51,58,42,16,72,21,51,0,0,0,46,128,13,25,0,0,84,9,7,0,39,86,5,157,15,0,2,44,26,18,174,102,72,75,44,75,44,44,44,31,0,174,3.95,1.14,40,4,15,29,2,4,38,43,1,44,0,0,39,5,42,0,44,0,43,0,42,8,0,40,28,22,33,10,10,34,43,9,7,38,17,11,6,2,1,4,24,0,1
01,Aguascalientes,001,Aguascalientes,0367,San Antonio de Peñuelas,"102°18'04.699"" W","21°40'27.951"" N",1834,2616,1319,1297,158,82,76,2458,1237,1221,2333,1187,1146,1935,982,953,1774,906,868,1607,824,783,197,86,111,326,169,157,371,189,182,161,76,85,167,82,85,335,170,165,699,208,100,108,98.33,842,1632,142,2.4,2267,1124,1143,343,192,151,2259,1152,1107,68,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,        1,        1,        0,130,74,37,11,35,29,14,290,91,172,13,62,5,55,20,2187,94,40,54,11,4,7,6,2,4,111,55,56,45,25,20,7,2,5,51,23,28,51,23,28,166,81,85,272,142,130,45,22,23,825,442,383,348,167,181,8.43,8.43,8.44,1181,444,737,753,538,215,1165,443,722,16,1,15,438,2178,1856,10,0,1,312,0,3,4,637,1133,165,2525,42,0,47,591,128,463,2605,494,2111,674,592,668,586,591,591,62,20,2605,4.41,1.13,579,12,151,440,20,71,500,588,3,588,429,3,489,291,579,3,561,30,559,2,553,211,1,553,529,288,351,102,224,484,569,138,68,528,241,106,58,39,8,40,310,2,5
01,Aguascalientes,001,Aguascalientes,0370,San Felipe [Viñedos],"102°21'58.197"" W","21°53'01.803"" N",1881,424,205,219,11,6,5,413,199,214,397,193,204,348,165,183,322,151,171,297,141,156,19,7,12,46,27,19,56,31,25,26,14,12,25,10,15,51,20,31,97,59,31,28,106.83,102,277,45,2.84,390,186,204,32,18,14,396,192,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        7,        3,        4,15,11,2,4,2,5,2,17,11,5,2,6,2,5,8,387,13,5,8,3,2,1,4,4,0,18,8,10,14,7,7,1,1,0,9,5,4,16,7,9,34,17,17,63,31,32,5,1,4,118,60,58,70,29,41,8.24,8.09,8.37,228,92,136,119,72,47,227,91,136,1,1,0,63,361,300,6,0,0,55,0,0,0,132,182,34,415,1,0,7,113,33,80,424,95,329,137,113,137,113,113,113,22,2,424,3.75,0.99,112,1,44,69,12,11,90,113,0,112,112,1,84,46,112,0,113,0,112,0,112,50,1,102,93,41,61,13,27,91,107,25,49,97,55,20,9,5,3,8,55,1,2
01,Aguascalientes,001,Aguascalientes,0379,San Ignacio,"102°20'19.660"" W","21°53'28.677"" N",1865,1815,906,909,93,42,51,1722,864,858,1662,837,825,1433,720,713,1330,677,653,1214,621,593,94,44,50,195,100,95,235,114,121,103,43,60,116,56,60,256,118,138,492,167,84,83,100.33,485,1205,125,2.38,1638,814,824,169,87,82,1636,822,814,26,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,       10,        5,        5,75,40,39,14,19,19,14,94,46,45,6,17,5,7,42,1620,28,13,15,3,0,3,7,2,5,75,43,32,60,26,34,2,1,1,59,29,30,48,20,28,119,59,60,217,117,100,68,22,46,409,219,190,418,216,202,9.07,9.08,9.06,918,390,528,515,330,185,908,388,520,10,2,8,268,1546,1067,55,2,2,427,0,2,5,536,758,139,1629,154,3,27,437,129,308,1815,565,1250,491,437,481,427,436,437,45,9,1815,4.15,1.14,429,7,121,315,25,75,336,433,3,392,325,44,294,187,427,7,368,68,354,2,363,126,2,409,384,183,272,125,253,386,411,125,133,387,159,104,52,45,16,34,255,12,4
01,Aguascalientes,001,Aguascalientes,0387,San José [Granja],"102°19'55.266"" W","21°53'11.556"" N",1856,25,11,14,1,1,0,24,10,14,23,10,13,18,8,10,17,7,10,17,7,10,1,0,1,5,2,3,4,1,3,1,1,0,0,0,0,7,1,6,5,2,1,1,127.27,8,16,1,1.88,22,10,12,3,1,2,23,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,3,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,7,2,5,6,3,3,9.12,9.43,8.9,14,5,9,4,3,1,14,5,9,0,0,0,6,19,14,0,0,1,5,0,0,0,10,8,0,25,0,0,0,5,1,4,25,2,23,5,5,5,5,5,5,0,0,25,5,0.93,5,0,1,4,0,0,5,5,0,5,5,0,5,3,5,0,3,2,3,0,3,3,0,5,4,3,2,1,3,4,2,1,2,4,2,0,0,1,1,0,3,0,1
01,Aguascalientes,001,Aguascalientes,0388,San José de la Esperanza,"102°20'54.517"" W","21°47'33.040"" N",1861,27,13,14,2,0,2,25,13,12,23,12,11,19,11,8,19,11,8,17,10,7,2,1,1,4,1,3,2,1,1,0,0,0,2,1,1,1,1,0,8,3,1,2,107.69,8,19,0,2,26,13,13,0,0,0,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,3,1,2,10,7,3,10.68,11.64,9.38,10,3,7,8,7,1,10,3,7,0,0,0,2,25,10,3,0,0,12,0,0,0,4,14,1,27,0,0,0,7,0,7,27,0,27,7,7,7,7,7,7,0,0,27,3.86,0.68,7,0,1,6,0,0,7,7,0,7,0,0,7,3,7,0,7,0,7,0,7,0,0,7,7,5,7,1,1,7,7,2,0,7,2,3,0,0,0,0,5,0,1
01,Aguascalientes,001,Aguascalientes,0389,San José de la Ordeña,"102°09'15.082"" W","21°57'03.739"" N",2043,509,244,265,33,13,20,476,231,245,455,219,236,377,180,197,337,161,176,301,144,157,34,20,14,65,31,34,77,36,41,40,19,21,36,17,19,58,27,31,125,42,18,24,108.61,172,306,31,2.73,500,240,260,5,2,3,453,219,234,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,10,5,2,2,3,3,2,28,13,15,3,7,3,4,4,468,16,9,7,1,1,0,2,0,2,25,13,12,5,3,2,1,0,1,17,9,8,17,10,7,46,13,33,70,32,38,13,6,7,137,73,64,42,19,23,7.39,7.7,7.11,203,59,144,173,120,53,203,59,144,0,0,0,68,441,94,2,0,0,345,0,0,0,128,234,15,501,8,0,0,116,15,101,509,51,458,149,116,149,116,116,116,13,20,509,4.39,1.26,115,1,38,78,3,23,90,113,3,115,109,1,91,18,115,0,115,1,112,0,115,46,1,100,90,40,56,32,8,91,112,5,3,91,39,19,0,2,2,25,76,1,3
01,Aguascalientes,001,Aguascalientes,0401,San Luis [Granja],"102°20'59.727"" W","21°51'13.080"" N",1876,12,3,9,1,0,1,11,3,8,10,3,7,9,3,6,9,3,6,9,3,6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,4,1,3,300,3,6,3,2.33,8,2,6,3,1,2,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,6,2,4,11.11,9.33,12,7,2,5,2,1,1,7,2,5,0,0,0,0,12,4,5,0,0,3,0,0,0,1,6,2,12,0,0,0,4,0,4,12,0,12,7,4,3,0,4,4,3,0,12,3,0.52,4,0,1,3,0,0,4,4,0,4,2,0,2,3,4,0,4,0,4,0,4,0,0,4,4,4,4,0,0,4,4,3,2,4,4,3,1,1,0,0,0,0,1
01,Aguascalientes,001,Aguascalientes,0405,San Martín (La Cantera),"102°21'18.397"" W","21°51'12.889"" N",1860,93,50,43,7,4,3,86,46,40,81,41,40,74,37,37,71,36,35,65,31,34,5,5,0,7,4,3,7,3,4,3,1,2,6,5,1,10,4,6,23,18,9,9,86,22,54,17,2.84,77,43,34,16,7,9,81,41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,6,5,2,0,1,2,0,2,1,2,0,1,0,0,0,85,1,1,0,0,0,0,1,1,0,3,2,1,3,0,3,0,0,0,7,3,4,10,7,3,10,3,7,19,9,10,0,0,0,24,13,11,6,3,3,6.59,6.47,6.71,42,18,24,32,19,13,41,17,24,1,1,0,20,73,57,5,0,0,15,0,0,0,30,29,15,81,10,0,1,24,6,18,93,25,68,28,24,25,21,24,24,4,0,93,3.88,0.97,22,2,4,20,1,2,21,24,0,24,24,0,16,14,24,0,24,0,24,0,24,7,0,24,20,12,17,3,7,21,23,4,8,21,10,6,2,2,1,2,13,0,1
01,Aguascalientes,001,Aguascalientes,0406,San Miguel,"102°22'56.048"" W","21°54'15.031"" N",1900,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0407,San Nicolás,"102°20'37.506"" W","21°48'28.254"" N",1879,20,10,10,0,0,0,20,10,10,20,10,10,17,8,9,16,8,8,15,7,8,0,0,0,3,2,1,2,1,1,1,0,1,1,1,0,0,0,0,5,4,2,2,100,4,13,3,3.38,20,10,10,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,3,1,2,2,1,1,7,3,4,0,0,0,3,2,1,0,0,0,5.25,6,4.5,12,4,8,5,4,1,12,4,8,0,0,0,3,17,12,0,0,0,4,1,0,0,5,12,0,20,0,0,0,4,1,3,20,3,17,5,4,5,4,4,4,1,0,20,5,1.05,4,0,0,4,0,0,4,4,0,3,0,1,2,3,2,1,4,0,3,0,2,1,0,4,3,2,3,0,2,4,4,0,0,4,0,1,0,0,0,0,4,0,1
01,Aguascalientes,001,Aguascalientes,0408,San Pascual,"102°20'09.579"" W","21°49'43.848"" N",1847,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0410,San Pedro Cieneguilla,"102°24'40.821"" W","21°42'59.893"" N",1786,432,222,210,23,12,11,409,210,199,395,202,193,334,171,163,306,160,146,279,143,136,25,13,12,50,26,24,62,30,32,28,11,17,27,17,10,47,26,21,113,50,24,26,94.59,126,268,38,2.42,398,200,198,16,9,7,374,188,186,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,        1,        0,        1,37,26,11,6,2,6,10,42,19,15,2,8,2,24,10,350,9,6,3,0,0,0,1,0,1,23,16,7,4,4,0,9,5,4,27,10,17,5,4,1,55,23,32,68,37,31,8,6,2,120,57,63,34,22,12,7.55,7.77,7.31,186,56,130,148,115,33,186,56,130,0,0,0,109,323,173,1,11,0,137,0,5,0,97,218,19,418,12,0,2,111,25,86,432,82,350,155,111,153,109,111,111,30,14,432,3.89,1,108,3,37,74,3,12,96,111,0,108,108,3,97,14,108,0,110,1,108,0,107,33,0,107,96,49,73,25,14,83,106,20,15,97,46,20,2,2,0,10,59,0,2
01,Aguascalientes,001,Aguascalientes,0421,Santa Cruz de la Presa,"102°22'36.082"" W","21°52'38.004"" N",1913,47,22,25,6,2,4,41,20,21,39,20,19,34,19,15,33,18,15,31,16,15,2,0,2,5,1,4,4,2,2,1,1,0,2,2,0,7,4,3,13,5,2,3,113.64,14,28,5,2.58,46,21,25,1,1,0,39,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,1,1,0,0,0,0,0,10,4,7,0,3,0,0,1,35,2,0,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,3,0,3,3,0,3,5,2,3,7,6,1,1,1,0,14,7,7,3,2,1,6.82,7.5,6,23,8,15,11,11,0,23,8,15,0,0,0,13,34,15,1,0,0,18,0,0,0,9,19,6,46,0,0,1,11,1,10,47,4,43,13,11,13,11,11,11,1,1,47,4.27,1.31,11,0,5,6,2,2,7,11,0,10,10,1,7,6,8,2,7,4,6,0,7,5,0,7,8,5,6,0,4,10,11,0,0,7,0,2,0,0,0,4,11,0,1
01,Aguascalientes,001,Aguascalientes,0422,Santa Cruz de la Presa (La Tlacuacha),"102°22'44.958"" W","21°51'17.879"" N",1899,344,165,179,17,6,11,327,159,168,305,150,155,261,129,132,238,117,121,220,111,109,31,15,16,35,15,20,48,24,24,23,12,11,18,6,12,46,25,21,85,28,16,12,108.48,106,219,19,2.23,318,152,166,26,13,13,295,145,150,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,        3,        2,        1,11,5,5,2,1,2,2,47,13,40,1,3,4,1,14,280,6,2,4,1,1,0,1,1,0,11,4,7,6,4,2,1,1,0,6,5,1,15,10,5,9,4,5,48,20,28,7,0,7,96,46,50,55,34,21,8.55,8.67,8.45,169,54,115,92,75,17,168,54,114,1,0,1,56,288,213,3,0,0,72,0,0,0,92,144,25,339,0,0,5,81,14,67,344,51,293,98,81,97,80,81,81,13,4,344,4.25,0.96,81,0,9,72,0,6,75,81,0,80,64,1,74,16,81,0,81,0,80,0,81,11,0,79,70,50,67,9,29,65,80,11,9,76,37,26,3,7,0,2,43,0,2
01,Aguascalientes,001,Aguascalientes,0426,Santa Gertrudis,"102°17'37.529"" W","21°48'41.659"" N",1872,77,41,36,2,0,2,75,41,34,73,39,34,65,35,30,63,35,28,58,32,26,4,4,0,6,2,4,7,2,5,2,0,2,5,3,2,17,9,8,26,3,2,1,87.8,14,60,3,1.71,67,35,32,10,6,4,72,38,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,74,2,2,0,0,0,0,0,0,0,4,3,1,7,4,3,0,0,0,1,0,1,2,1,1,3,2,1,11,7,4,0,0,0,20,8,12,24,15,9,9.51,9.49,9.54,37,14,23,28,21,7,37,14,23,0,0,0,22,55,54,0,0,0,1,0,0,0,30,34,1,77,0,0,0,18,3,15,77,6,71,18,18,16,16,18,18,0,0,77,4.28,1.03,18,0,4,14,0,1,17,18,0,18,2,0,18,17,18,0,18,0,18,0,18,3,0,18,15,8,15,2,6,16,17,10,0,17,11,0,0,1,0,1,6,0,1
